decline|" 【n. 】[U, sing.] a decrease in the quality, quantity, or importance of sth. 下降；减少；消减；衰落"|There has been a decline in the size of families.
mug|"【n.】 [C] a tall cup used for drinking tea, coffee, etc.（喝茶、咖啡等用的有柄的）大杯，马克杯"|Jake had a quick breakfast and a mug of coffee in the morning.
accompany|【vt.】 1) happen or exist at the same time as sth. else 伴随|The disease is accompanied by headache and fever.
accompany|【vt.】 2) go somewhere with sb. 陪伴；陪同|Children under 14 must be accompanied by an adult in these activities.
refusal|"【n.】 [C, U] an act of saying or showing that you will not do, give, or accept sth. 拒绝；回绝"|His refusal to discuss the matter made me angry.
gesture|"【n.】 1) [C] sth. that you say or do, often sth. small, to show how you feel about sb. / sth. （表明态度的）表示，姿态"|They sent me some flowers as a gesture of goodwill.
gesture|"【n.】 2) [C, U] a movement of part of your body, esp. your hands or head, to show what you mean or how you feel （表达意思或感觉的）手势，姿势"|Jim raised his hands in a despairing gesture.
beverage|【n.】 [C] (fml.) a hot or cold drink 饮料|Beer is the most popular alcoholic beverage.
preference|"【n.】 [C, U] a greater interest in or desire for sb.  sth. else 偏爱；偏好"|Many people expressed a strong preference for the original plan.
lifelong|【a.】 (only before noun) continuing or existing all through your life 终身的；毕生的|"She first visited Ireland when she was 10, and developed a lifelong interest in the country."
bitter|"【a.】 1) (of arguments, disagreements, etc.) very serious and unpleasant, with a lot of anger and hatred involved （争论、分歧等）激烈而不愉快的，充满愤怒与仇恨的"|The couple had a bitter quarrel over the division of labor.
bitter|"【a.】 2) feeling angry, jealous, and upset because you think you have been treated unfairly 愤愤不平的；充满怨恨的"|I feel bitter about his behavior.
in-laws|"【n.】 [pl.] (infml.) your relatives by marriage, esp. the father and mother of your husband or wife 姻亲（尤指公婆或岳父母）"|We lived with my in-laws until we had enough money to buy a house of our own.
hospitable|"【a.】 friendly, welcoming, and generous to visitors 好客的；殷勤的；热情友好的"|The local people were very kind and hospitable.
dutiful|【a.】 doing what you are expected to do and behaving in a loyal and obedient way 尽责的；忠诚的；顺从的；恭敬的|His dutiful secretary was always there to answer her boss' call when he needed her.
stew|" 【v.】cook sth. slowly, or allow sth. to cook slowly, in liquid in a closed dish 炖；煨"|The meat needs to stew for two hours.
stew|" 【n.】[C, U] a dish of meat and vegetables cooked slowly in liquid in a container that has a lid 炖的菜；煨的菜（有肉和蔬菜）"|I'm making a stew for lunch.
triumphantly|【ad.】 in a state of showing pleasure and pride because of a victory or success （因胜利或成功而）洋洋得意地，耀武扬威地|"""I've got a job,"" she announced triumphantly."
glance|"【vi. (~ at  down, etc.) quickly look at sb. / sth. 一瞥；看一眼"|The man glanced nervously at his watch.
milky|【a.】 containing a lot of milk 掺奶的；多乳的|"Water, fruit juice, and hot milky drinks are offered on planes."
dagger|【n.】 [C] a short pointed knife used as a weapon 匕首；短剑|
basically|【ad.】 used when you are giving your opinion or stating what is important about a situation 总的来说；从根本上|"Basically, we're looking for someone who can work three afternoons a week."
outsider|"【n.】 [C] a person who is not accepted as a member of a society, group, etc. 外人；局外人"|"I'm an outsider, the only foreign woman in the group."
unite|"【v. if different people or organizations unite, or if sth. unites them, they join together in order to achieve sth. （使）联合；（使）团结"|We will unite in fighting crime.
united|【a.】 (of people or groups) in agreement and working together （人或群体）和谐的，一致的，团结的|We need to become a more united team.
sacred|【a.】 1) very important or greatly respected 很重要的；神圣的；深受尊重的|"Few things were sacred to Henry, but local history was one of them."
sacred|【a.】 2) relating to a god or religion 上帝的；神的；宗教（性）的|Certain animals were considered sacred.
workplace|"【n.】 [C] the room, building, etc. where you work 工作场所"|How do you keep your personal problems out of the workplace?
pop|" 【vt.】(infml.) quickly put sth. somewhere, usu. for a short time 迅速地放置"|She took out a piece of chewing gum (口香糖)and popped it in her mouth.
pop| 【vi.】come suddenly or unexpectedly out of or away from sth. （突然或出人意料地）蹦出，离开，脱落|The top button popped off my shirt.
unpleasant|【a.】 not pleasant or enjoyable 使人不愉快的；不合意的；讨厌的|Undercooked potatoes taste unpleasant and can be harmful.
brew|【n.】 [C](esp. BrE) an amount of tea made at one time （茶）一次的冲泡量|Nothing beats the taste of a fresh brew made from Carlisle Tea's fine quality loose-leaf teas.
tedious|【a.】 lasting or taking too long and not interesting 冗长的；啰唆的；单调乏味的；令人厌烦的|We had to listen to the tedious details of his presentation.
entry|"【n.】 1) [U] the act of recording information in a computer, book, etc. 登记；输入；录入"|The program is used to describe the entry of data into the network.
entry|"【n.】 2) [C, U] the act of going into sth. 进入"|It was dark and their entry into the camp had gone unnoticed.
ingrained|"【a.】 (~ in) (of a habit, attitude, etc.) that has existed for a long time and is therefore difficult to change （习惯、态度等）根深蒂固的，日久难改的"|The idea of doing our duty is deeply ingrained in most people.
trolley|"【n.】 [C]  a small table on very small wheels, used for carrying or serving food or drink （运或送食物、饮料的）手推车，台车"|
consume|【vt.】 1) (fml.) eat or drink sth. 吃；喝|"In order to survive, human beings need to consume food and water."
consume|"【vt.】 2) use time, energy, goods, etc. 消耗；消费"|A smaller car will consume less fuel.
poll|【vt.】 ask a lot of people the same questions in order to find out what they think about a subject 对···进行民意测验（调查）|Over 50% of those polled were against the proposed military action.
more or less| almost 几乎|This report says more or less the same thing as the previous one.
bundle up| put warm clothes on sb. or yourself because it is cold （因寒冷）给···穿上暖和的衣服|You'll have to bundle up; it's cold outside.
make one's way (to / toward sth.)| move or get somewhere 去；前往；到···地方去|The team slowly made their way back to the base camp.
pass on|" give sth. to sb. else, esp. after receiving it or using it yourself 转交；（用后）递给，传给"|She said she'd pass the message on to the other students.
track down| find sb. / sth. that is difficult to find by searching or looking for information in several different places 追踪到；追查到|The police have so far failed to track down the attacker.
have sb.  某事物（作为···的目标选项）|Have you got any particular color in mind for the bedroom?
hang around with| spend a lot of time with sb. 与···长时间待在一起|The people I used to hang around with were much older than me.
bring ······ to life| make sb. / sth. lively or interesting （使）变得生动；（使）变得有趣|With these pictures I hope to bring the room to life.
drive sb. crazy  mad / insane| make sb. feel very annoyed 把某人逼疯|Would you stop that humming? You're driving me crazy!
hit / strike home|" (of a remark, etc.) have a strong effect on sb., in a way that makes them realize what the true facts of a situation are （言语等）使人豁然醒悟"|She saw the emotion in her father's face and knew her words had hit home.
take it upon / on oneself (to do sth.)| (fml.) decide to do sth. without getting sb.'s permission or approval first 擅自做主做某事；自作主张做某事|He took it upon himself to personally thank each person at the meeting.
carry over| continue to exist in a different situation （在不同情况下）继续存在，保持下去|Attitudes learned at home carry over into the playground.
pop on|" (BrE, spoken) quickly turn on a piece of electrical equipment 迅速开启（电器）"|Pop on the stove with a loose fitting lid to allow steam to escape.
